,experience_level,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
698,SE,data scientist,160000,USD,160000,US,onsite,US,M
699,MI,data scientist,145000,USD,145000,US,onsite,US,M
700,MI,data scientist,100000,USD,100000,US,onsite,US,M
703,MI,data analyst,100000,USD,100000,US,onsite,US,M
704,MI,data analyst,85000,USD,85000,US,onsite,US,M
705,MI,data engineer,70000,GBP,85066,GB,remote,GB,M
706,MI,data engineer,47500,GBP,57723,GB,remote,GB,M
707,EX,data scientist,200000,USD,200000,US,onsite,US,M
708,EX,data scientist,145000,USD,145000,US,onsite,US,M
709,MI,data engineer,140000,USD,140000,US,onsite,US,M
710,MI,data engineer,95000,USD,95000,US,onsite,US,M
711,SE,data analyst,185000,USD,185000,US,remote,US,M
712,SE,data analyst,120250,USD,120250,US,remote,US,M
713,MI,financial data analyst,130000,USD,130000,US,remote,US,L
714,SE,data scientist,205000,USD,205000,US,onsite,US,M
715,SE,data scientist,140000,USD,140000,US,onsite,US,M
716,SE,data scientist,297300,USD,297300,US,remote,US,M
717,SE,data scientist,198200,USD,198200,US,remote,US,M
722,SE,data analyst,70000,USD,70000,US,onsite,US,M
723,SE,data analyst,55000,USD,55000,US,onsite,US,M
726,MI,data analyst,75000,USD,75000,US,remote,US,M
727,MI,data analyst,65000,USD,65000,US,remote,US,M
732,MI,software data engineer,100000,SGD,75020,SG,remote,SG,L
733,SE,data analyst,180180,USD,180180,US,onsite,US,M
734,SE,data analyst,106020,USD,106020,US,onsite,US,M
735,MI,data scientist,1400000,INR,17022,IN,remote,IN,L
738,MI,lead data analyst,1500000,INR,18238,IN,hybrid,IN,L
741,SE,data engineer,139500,USD,139500,US,onsite,US,M
742,SE,data engineer,109400,USD,109400,US,onsite,US,M
743,SE,data scientist,105000,USD,105000,US,onsite,US,M
744,SE,data scientist,70000,USD,70000,US,onsite,US,M
745,EX,data engineer,210914,USD,210914,US,remote,US,M
746,EX,data engineer,116704,USD,116704,US,remote,US,M
749,SE,data engineer,146000,USD,146000,US,onsite,US,M
750,SE,data engineer,75000,USD,75000,US,onsite,US,M
751,EN,data analyst,75000,USD,75000,US,remote,US,M
752,EN,data analyst,60000,USD,60000,US,remote,US,M
755,SE,data engineer,160000,USD,160000,US,remote,US,M
756,SE,data engineer,130000,USD,130000,US,remote,US,M
757,SE,data analyst,169000,USD,169000,US,onsite,US,M
758,SE,data analyst,110600,USD,110600,US,onsite,US,M
763,SE,data engineer,276000,USD,276000,US,remote,US,M
764,SE,data engineer,178500,USD,178500,US,remote,US,M
765,MI,data scientist,55000,EUR,59020,ES,onsite,ES,M
766,MI,data scientist,45000,EUR,48289,ES,onsite,ES,M
767,MI,data engineer,70000,EUR,75116,SI,remote,SI,M
768,MI,data engineer,45000,EUR,48289,SI,remote,SI,M
771,SE,data engineer,112700,GBP,136956,GB,onsite,GB,M
772,SE,data engineer,83300,GBP,101228,GB,onsite,GB,M
773,SE,data engineer,252000,USD,252000,US,onsite,US,M
774,SE,data engineer,129000,USD,129000,US,onsite,US,M
777,SE,data engineer,163800,USD,163800,US,onsite,US,M
778,SE,data engineer,126000,USD,126000,US,onsite,US,M
785,SE,data scientist,239748,USD,239748,US,onsite,US,M
786,SE,data scientist,159832,USD,159832,US,onsite,US,M
789,MI,data scientist,128750,USD,128750,US,onsite,US,M
790,MI,data scientist,106250,USD,106250,US,onsite,US,M
791,SE,data engineer,252000,USD,252000,US,onsite,US,M
792,SE,data engineer,129000,USD,129000,US,onsite,US,M
797,EX,data engineer,167500,USD,167500,US,onsite,US,M
798,EX,data engineer,106500,USD,106500,US,onsite,US,M
801,SE,data analyst,250000,USD,250000,US,remote,US,M
802,SE,data analyst,138000,USD,138000,US,remote,US,M
803,MI,data analyst,130000,USD,130000,CA,remote,CA,M
804,MI,data analyst,100000,USD,100000,CA,remote,CA,M
806,SE,data engineer,140000,USD,140000,US,onsite,US,M
807,SE,data engineer,120000,USD,120000,US,onsite,US,M
814,SE,data engineer,153600,USD,153600,US,remote,US,M
815,SE,data engineer,106800,USD,106800,US,remote,US,M
816,EN,data engineer,125000,USD,125000,US,onsite,US,M
817,EN,data engineer,90000,USD,90000,US,onsite,US,M
820,SE,data analyst,127000,USD,127000,US,remote,US,M
821,SE,data analyst,94000,USD,94000,US,remote,US,M
822,SE,data scientist,210550,USD,210550,US,onsite,US,M
823,SE,data scientist,153300,USD,153300,US,onsite,US,M
824,MI,data scientist,200000,USD,200000,US,remote,US,M
825,MI,data scientist,150000,USD,150000,US,remote,US,M
826,SE,data analyst,161500,USD,161500,US,remote,US,M
827,SE,data analyst,119500,USD,119500,US,remote,US,M
828,SE,data analyst,175000,USD,175000,US,onsite,US,M
829,SE,data analyst,145000,USD,145000,US,onsite,US,M
830,SE,data scientist,175000,USD,175000,US,onsite,US,M
831,SE,data scientist,148750,USD,148750,US,onsite,US,M
837,MI,data engineer,72000,USD,72000,MX,remote,MX,M
838,MI,data engineer,60000,USD,60000,MX,remote,MX,M
841,MI,data engineer,260000,USD,260000,US,onsite,US,M
842,MI,data engineer,175000,USD,175000,US,onsite,US,M
843,SE,data scientist,186300,USD,186300,US,remote,US,M
844,SE,data scientist,123900,USD,123900,US,remote,US,M
849,MI,data engineer,250000,USD,250000,US,onsite,US,M
850,MI,data engineer,175000,USD,175000,US,onsite,US,M
851,MI,data scientist,60000,EUR,64385,FR,hybrid,FR,M
852,SE,data analyst,185900,USD,185900,US,onsite,US,M
853,SE,data analyst,121700,USD,121700,US,onsite,US,M
854,SE,data analyst,153600,USD,153600,US,onsite,US,M
855,SE,data analyst,106800,USD,106800,US,onsite,US,M
857,EN,data analyst,100000,USD,100000,UZ,remote,US,L
860,EX,data engineer,310000,USD,310000,US,remote,US,M
861,EX,data engineer,239000,USD,239000,US,remote,US,M
862,SE,data analyst,125000,USD,125000,US,onsite,US,M
863,SE,data analyst,110000,USD,110000,US,onsite,US,M
864,EN,data analyst,150000,USD,150000,US,onsite,US,M
865,EN,data analyst,100000,USD,100000,US,onsite,US,M
866,SE,data scientist,149076,USD,149076,US,onsite,US,M
867,SE,data scientist,82365,USD,82365,US,onsite,US,M
868,MI,data engineer,146000,USD,146000,US,onsite,US,M
869,MI,data engineer,75000,USD,75000,US,onsite,US,M
872,SE,data engineer,139500,USD,139500,US,onsite,US,M
873,SE,data engineer,109400,USD,109400,US,onsite,US,M
874,MI,data engineer,149600,USD,149600,US,onsite,US,M
875,MI,data engineer,102000,USD,102000,US,onsite,US,M
876,MI,data analyst,80000,GBP,97218,GB,onsite,GB,M
877,MI,data analyst,40000,GBP,48609,GB,onsite,GB,M
878,SE,data engineer,252000,USD,252000,US,onsite,US,M
879,SE,data engineer,129000,USD,129000,US,onsite,US,M
880,SE,data analyst,95000,USD,95000,US,onsite,US,M
881,SE,data analyst,85500,USD,85500,US,onsite,US,M
882,SE,data analyst,185900,USD,185900,US,onsite,US,M
883,SE,data analyst,121700,USD,121700,US,onsite,US,M
886,MI,data engineer,145000,USD,145000,US,onsite,US,M
887,MI,data engineer,125000,USD,125000,US,onsite,US,M
888,MI,data scientist,150000,USD,150000,US,remote,US,M
889,MI,data scientist,97750,USD,97750,US,remote,US,M
890,SE,data scientist,201000,USD,201000,US,onsite,US,M
891,SE,data scientist,122000,USD,122000,US,onsite,US,M
892,SE,data engineer,252000,USD,252000,US,onsite,US,M
893,SE,data engineer,129000,USD,129000,US,onsite,US,M
894,SE,data analyst,120000,USD,120000,US,remote,US,M
895,SE,data analyst,75000,USD,75000,US,remote,US,M
896,MI,data scientist,116990,USD,116990,US,remote,US,M
897,MI,data scientist,82920,USD,82920,US,remote,US,M
898,SE,data scientist,185900,USD,185900,US,onsite,US,M
899,SE,data scientist,129300,USD,129300,US,onsite,US,M
902,SE,data scientist,201000,USD,201000,US,onsite,US,M
903,SE,data scientist,122000,USD,122000,US,onsite,US,M
910,SE,data engineer,121500,USD,121500,US,remote,US,M
911,SE,data engineer,78000,USD,78000,US,remote,US,M
912,MI,data engineer,154000,USD,154000,US,onsite,US,M
913,MI,data engineer,116000,USD,116000,US,onsite,US,M
914,SE,data scientist,190000,USD,190000,US,onsite,US,M
915,SE,data scientist,136000,USD,136000,US,onsite,US,M
916,MI,data analyst,65000,GBP,78990,GB,remote,GB,M
917,MI,data analyst,36050,GBP,43809,GB,remote,GB,M
918,SE,data analyst,180000,USD,180000,US,onsite,US,M
919,SE,data analyst,110000,USD,110000,US,onsite,US,M
920,SE,data scientist,275300,USD,275300,US,remote,US,M
921,SE,data scientist,183000,USD,183000,US,remote,US,M
922,SE,data engineer,170000,USD,170000,US,onsite,US,M
923,SE,data engineer,140000,USD,140000,US,onsite,US,M
924,SE,data engineer,154000,USD,154000,US,onsite,US,M
925,SE,data engineer,116000,USD,116000,US,onsite,US,M
926,SE,data engineer,160000,USD,160000,US,remote,US,M
927,SE,data engineer,130000,USD,130000,US,remote,US,M
928,MI,data engineer,200000,USD,200000,US,onsite,US,M
929,MI,data engineer,120000,USD,120000,US,onsite,US,M
930,SE,data scientist,175000,USD,175000,US,remote,US,M
931,SE,data scientist,160000,USD,160000,US,remote,US,M
932,MI,data engineer,105000,GBP,127599,GB,onsite,GB,M
933,MI,data engineer,85000,GBP,103294,GB,onsite,GB,M
934,SE,data engineer,153600,USD,153600,US,onsite,US,M
935,SE,data engineer,106800,USD,106800,US,onsite,US,M
936,EN,data analyst,85000,USD,85000,US,remote,US,M
937,EN,data analyst,75000,USD,75000,US,remote,US,M
938,SE,data scientist,225000,USD,225000,US,onsite,US,M
939,SE,data scientist,156400,USD,156400,US,onsite,US,M
944,SE,data analyst,145000,USD,145000,US,remote,US,M
945,SE,data analyst,90000,USD,90000,US,remote,US,M
948,SE,data analyst,95000,USD,95000,US,onsite,US,M
949,SE,data analyst,85500,USD,85500,US,onsite,US,M
950,SE,data engineer,167500,USD,167500,US,onsite,US,M
951,SE,data engineer,106500,USD,106500,US,onsite,US,M
952,SE,data engineer,163800,USD,163800,US,onsite,US,M
953,SE,data engineer,126000,USD,126000,US,onsite,US,M
958,SE,data scientist,260000,USD,260000,US,onsite,US,M
959,SE,data scientist,186000,USD,186000,US,onsite,US,M
960,SE,data engineer,160000,USD,160000,US,remote,US,M
961,SE,data engineer,130000,USD,130000,US,remote,US,M
964,SE,data scientist,45000,EUR,48289,ES,onsite,ES,M
965,SE,data scientist,36000,EUR,38631,ES,onsite,ES,M
966,SE,data scientist,150000,USD,150000,US,onsite,US,M
967,SE,data scientist,120000,USD,120000,US,onsite,US,M
968,EN,data analyst,30000,USD,30000,IN,hybrid,IN,M
972,MI,business data analyst,48000,BRL,9289,BR,remote,BR,M
975,SE,data analyst,175000,USD,175000,US,remote,US,M
976,SE,data analyst,130000,USD,130000,US,remote,US,M
977,SE,data analyst,122000,USD,122000,US,remote,US,M
978,SE,data analyst,93800,USD,93800,US,remote,US,M
981,SE,data analyst,165000,USD,165000,US,remote,US,M
982,SE,data analyst,112000,USD,112000,US,remote,US,M
984,SE,bi data analyst,67000,EUR,71897,DE,remote,DE,M
988,SE,data analyst,1300000,INR,15806,IN,remote,IN,S
991,SE,data engineer,185900,USD,185900,US,onsite,US,M
992,SE,data engineer,129300,USD,129300,US,onsite,US,M
993,SE,data analyst,185900,USD,185900,US,onsite,US,M
994,SE,data analyst,121700,USD,121700,US,onsite,US,M
997,MI,data scientist,40000,USD,40000,FR,hybrid,FR,L
999,SE,data analyst,180180,USD,180180,US,onsite,US,M
1000,SE,data analyst,106020,USD,106020,US,onsite,US,M
1001,SE,data scientist,136000,USD,136000,US,remote,US,M
1002,SE,data scientist,104000,USD,104000,US,remote,US,M
1003,SE,data analyst,125000,USD,125000,US,onsite,US,M
1004,SE,data analyst,110000,USD,110000,US,onsite,US,M
1007,EX,data engineer,310000,USD,310000,US,remote,US,M
1008,EX,data engineer,239000,USD,239000,US,remote,US,M
1009,SE,data analyst,152380,USD,152380,US,onsite,US,M
1010,SE,data analyst,121904,USD,121904,US,onsite,US,M
1011,SE,data scientist,185900,USD,185900,US,onsite,US,M
1012,SE,data scientist,129300,USD,129300,US,onsite,US,M
1019,SE,lead data scientist,192000,USD,192000,US,remote,US,L
1020,MI,data engineer,140000,USD,140000,US,onsite,US,M
1021,MI,data engineer,100000,USD,100000,US,onsite,US,M
1026,SE,data engineer,139500,USD,139500,US,onsite,US,M
1027,SE,data engineer,109400,USD,109400,US,onsite,US,M
1030,SE,data analyst,170500,USD,170500,US,remote,US,M
1031,SE,data analyst,85000,USD,85000,US,remote,US,M
1036,SE,data engineer,80000,USD,80000,US,onsite,US,M
1037,SE,data engineer,65000,USD,65000,US,onsite,US,M
1038,SE,data engineer,124740,USD,124740,US,onsite,US,M
1039,SE,data engineer,65488,USD,65488,US,onsite,US,M
1042,SE,data engineer,153600,USD,153600,US,onsite,US,M
1043,SE,data engineer,106800,USD,106800,US,onsite,US,M
1044,SE,data analyst,179975,USD,179975,US,remote,US,M
1045,SE,data analyst,86466,USD,86466,US,remote,US,M
1046,SE,data engineer,120000,USD,120000,US,onsite,US,M
1047,SE,data engineer,90000,USD,90000,US,onsite,US,M
1050,SE,data scientist,149076,USD,149076,US,onsite,US,M
1051,SE,data scientist,82365,USD,82365,US,onsite,US,M
1052,SE,data analyst,169000,USD,169000,US,onsite,US,M
1053,SE,data analyst,110600,USD,110600,US,onsite,US,M
1056,SE,data analyst,230000,USD,230000,US,onsite,US,M
1057,SE,data analyst,180000,USD,180000,US,onsite,US,M
1058,SE,data analyst,153600,USD,153600,US,onsite,US,M
1059,SE,data analyst,106800,USD,106800,US,onsite,US,M
1064,SE,data analyst,165000,USD,165000,US,remote,US,M
1065,SE,data analyst,125000,USD,125000,US,remote,US,M
1066,SE,data engineer,265000,USD,265000,US,onsite,US,M
1067,SE,data engineer,185000,USD,185000,US,onsite,US,M
1069,EN,data scientist,168000,USD,168000,US,remote,US,M
1071,SE,data analyst,95000,USD,95000,US,onsite,US,M
1072,SE,data analyst,85500,USD,85500,US,onsite,US,M
1073,SE,data scientist,147100,USD,147100,US,onsite,US,M
1074,SE,data scientist,90700,USD,90700,US,onsite,US,M
1075,SE,data engineer,167580,USD,167580,US,onsite,US,M
1076,SE,data engineer,87980,USD,87980,US,onsite,US,M
1077,SE,data engineer,202000,USD,202000,US,remote,US,M
1078,SE,data engineer,135000,USD,135000,US,remote,US,M
1079,SE,data engineer,163800,USD,163800,US,onsite,US,M
1080,SE,data engineer,126000,USD,126000,US,onsite,US,M
1083,SE,data engineer,104000,USD,104000,US,remote,US,M
1084,SE,data engineer,65000,USD,65000,US,remote,US,M
1093,SE,data engineer,290000,USD,290000,US,remote,US,M
1094,SE,data engineer,210000,USD,210000,US,remote,US,M
1095,SE,data engineer,192000,USD,192000,US,onsite,US,M
1096,SE,data engineer,172800,USD,172800,US,onsite,US,M
1097,SE,data scientist,300240,USD,300240,US,onsite,US,M
1098,SE,data scientist,200160,USD,200160,US,onsite,US,M
1099,SE,data scientist,300240,USD,300240,US,onsite,US,M
1100,SE,data scientist,200160,USD,200160,US,onsite,US,M
1105,SE,data scientist,370000,USD,370000,US,onsite,US,M
1106,SE,data scientist,245000,USD,245000,US,onsite,US,M
1107,MI,data engineer,95000,GBP,115447,GB,remote,GB,L
1108,SE,data analyst,110000,USD,110000,US,remote,US,S
1109,SE,data analyst,80000,USD,80000,US,remote,US,S
1110,EN,data analyst,55000,USD,55000,US,onsite,US,M
1111,EN,data analyst,48000,USD,48000,US,onsite,US,M
1112,SE,data analyst,95000,USD,95000,US,onsite,US,M
1113,SE,data analyst,85000,USD,85000,US,onsite,US,M
1114,SE,data engineer,137500,USD,137500,US,remote,US,M
1115,SE,data engineer,81500,USD,81500,US,remote,US,M
1133,SE,data engineer,144000,USD,144000,US,remote,US,M
1134,SE,data engineer,66000,USD,66000,US,remote,US,M
1141,SE,data scientist,126500,USD,126500,US,onsite,US,M
1142,SE,data scientist,78000,USD,78000,US,onsite,US,M
1143,SE,data engineer,180000,USD,180000,US,onsite,US,M
1144,SE,data engineer,160000,USD,160000,US,onsite,US,M
1147,MI,data analyst,80000,USD,80000,US,onsite,US,M
1148,MI,data analyst,60000,USD,60000,US,onsite,US,M
1149,SE,data engineer,259000,USD,259000,US,remote,US,M
1150,SE,data engineer,146000,USD,146000,US,remote,US,M
1151,SE,data engineer,200000,USD,200000,US,onsite,US,M
1152,SE,data engineer,160000,USD,160000,US,onsite,US,M
1153,EX,data engineer,310000,USD,310000,US,remote,US,M
1154,EX,data engineer,239000,USD,239000,US,remote,US,M
1155,SE,data analyst,142000,USD,142000,US,remote,US,M
1156,SE,data analyst,95000,USD,95000,US,remote,US,M
1157,SE,data scientist,155000,USD,155000,US,onsite,US,M
1158,SE,data scientist,139500,USD,139500,US,onsite,US,M
1159,MI,data engineer,140000,USD,140000,US,remote,US,M
1160,MI,data engineer,120000,USD,120000,US,remote,US,M
1161,SE,data engineer,259000,USD,259000,US,remote,US,M
1162,SE,data engineer,146000,USD,146000,US,remote,US,M
1163,MI,data analyst,90000,GBP,109371,HR,onsite,HR,M
1164,MI,data analyst,60000,GBP,72914,HR,onsite,HR,M
1166,EN,data scientist,101400,BRL,19522,BR,remote,BR,L
1169,SE,data scientist,225000,USD,225000,US,onsite,US,M
1170,SE,data scientist,156400,USD,156400,US,onsite,US,M
1171,SE,data engineer,139500,USD,139500,US,onsite,US,M
1172,SE,data engineer,109400,USD,109400,US,onsite,US,M
1173,MI,data engineer,125000,USD,125000,US,onsite,US,M
1174,MI,data engineer,90000,USD,90000,US,onsite,US,M
1177,SE,data scientist,185900,USD,185900,US,onsite,US,M
1178,SE,data scientist,129300,USD,129300,US,onsite,US,M
1181,SE,data analyst,120000,USD,120000,US,remote,US,M
1182,SE,data analyst,75000,USD,75000,US,remote,US,M
1183,SE,data analyst,169000,USD,169000,US,onsite,US,M
1184,SE,data analyst,110600,USD,110600,US,onsite,US,M
1189,MI,data engineer,120000,USD,120000,US,onsite,US,M
1190,MI,data engineer,90000,USD,90000,US,onsite,US,M
1193,SE,data scientist,215050,USD,215050,US,remote,US,M
1194,SE,data scientist,156400,USD,156400,US,remote,US,M
1197,EN,data analyst,75000,USD,75000,US,remote,US,M
1198,EN,data analyst,60000,USD,60000,US,remote,US,M
1201,SE,data scientist,209300,USD,209300,US,remote,US,M
1202,SE,data scientist,182200,USD,182200,US,remote,US,M
1205,EN,data scientist,85000,USD,85000,US,onsite,US,M
1211,SE,data engineer,230000,USD,230000,US,onsite,US,M
1212,SE,data engineer,170000,USD,170000,US,onsite,US,M
1213,SE,data analyst,227000,USD,227000,US,onsite,US,M
1214,SE,data analyst,108000,USD,108000,US,onsite,US,M
1215,SE,data engineer,180000,USD,180000,US,remote,US,M
1216,SE,data engineer,160000,USD,160000,US,remote,US,M
1219,SE,data engineer,180000,USD,180000,US,onsite,US,M
1220,SE,data engineer,130000,USD,130000,US,onsite,US,M
1221,SE,data analyst,52000,EUR,55800,ES,remote,ES,M
1222,SE,data analyst,48000,EUR,51508,ES,remote,ES,M
1223,EN,data analyst,60000,USD,60000,US,remote,US,L
1224,EN,data analyst,50000,USD,50000,KW,hybrid,US,L
1225,SE,data engineer,226700,USD,226700,US,onsite,US,M
1226,SE,data engineer,133300,USD,133300,US,onsite,US,M
1227,SE,data engineer,252000,USD,252000,US,onsite,US,M
1228,SE,data engineer,129000,USD,129000,US,onsite,US,M
1230,EN,data scientist,800000,INR,9727,IN,onsite,IN,L
1231,SE,data analyst,80000,USD,80000,US,onsite,US,M
1232,SE,data analyst,52500,USD,52500,US,onsite,US,M
1233,SE,data engineer,250000,USD,250000,US,remote,US,M
1234,SE,data engineer,162500,USD,162500,US,remote,US,M
1235,EN,data analyst,85000,USD,85000,US,remote,US,M
1236,EN,data analyst,75000,USD,75000,US,remote,US,M
1237,SE,data analyst,153600,USD,153600,US,onsite,US,M
1238,SE,data analyst,106800,USD,106800,US,onsite,US,M
1239,MI,data analyst,165000,USD,165000,US,onsite,US,M
1240,MI,data analyst,124000,USD,124000,US,onsite,US,M
1241,SE,data analyst,115934,USD,115934,US,remote,US,M
1242,SE,data analyst,81666,USD,81666,US,remote,US,M
1243,SE,data engineer,167580,USD,167580,US,onsite,US,M
1244,SE,data engineer,87980,USD,87980,US,onsite,US,M
1245,SE,data engineer,250000,USD,250000,US,remote,US,M
1246,SE,data engineer,63000,USD,63000,US,remote,US,M
1251,MI,data scientist,170000,USD,170000,US,onsite,US,M
1252,MI,data scientist,120000,USD,120000,US,onsite,US,M
1253,SE,data engineer,124740,USD,124740,US,onsite,US,M
1254,SE,data engineer,65488,USD,65488,US,onsite,US,M
1255,SE,data engineer,213580,USD,213580,US,remote,US,M
1256,SE,data engineer,163625,USD,163625,US,remote,US,M
1257,EN,data engineer,12000,USD,12000,VN,onsite,VN,L
1259,SE,data engineer,95000,EUR,101943,IE,remote,IE,M
1260,MI,product data analyst,1350000,INR,16414,IN,remote,IN,L
1263,EX,data engineer,235000,USD,235000,US,onsite,US,M
1264,EX,data engineer,210000,USD,210000,US,onsite,US,M
1273,SE,data engineer,160000,USD,160000,US,remote,US,M
1274,SE,data engineer,75000,USD,75000,US,remote,US,M
1275,MI,data analyst,125000,USD,125000,US,onsite,US,M
1276,MI,data analyst,105000,USD,105000,US,onsite,US,M
1277,MI,data analyst,90000,GBP,109371,GB,onsite,GB,M
1278,MI,data analyst,70000,GBP,85066,GB,onsite,GB,M
1279,EN,data analyst,55000,USD,55000,US,onsite,US,M
1280,EN,data analyst,48000,USD,48000,US,onsite,US,M
1281,EN,data analyst,100000,USD,100000,US,hybrid,US,M
1284,SE,data engineer,250000,USD,250000,US,remote,US,M
1285,SE,data engineer,162500,USD,162500,US,remote,US,M
1288,SE,data analyst,385000,USD,385000,US,onsite,US,M
1289,SE,data analyst,60000,USD,60000,US,onsite,US,M
1290,MI,data analyst,110000,USD,110000,US,remote,US,M
1291,MI,data analyst,95000,USD,95000,US,remote,US,M
1292,SE,data scientist,145000,USD,145000,US,remote,US,M
1293,SE,data scientist,135000,USD,135000,US,remote,US,M
1294,SE,data analyst,180180,USD,180180,US,onsite,US,M
1295,SE,data analyst,106020,USD,106020,US,onsite,US,M
1296,SE,data analyst,93919,USD,93919,US,remote,US,M
1297,SE,data analyst,51962,USD,51962,US,remote,US,M
1298,SE,data engineer,241871,USD,241871,US,onsite,US,M
1299,SE,data engineer,133832,USD,133832,US,onsite,US,M
1300,SE,data scientist,170000,USD,170000,US,remote,US,M
1301,SE,data scientist,90000,USD,90000,US,remote,US,M
1302,EX,data engineer,210914,USD,210914,US,remote,US,M
1303,EX,data engineer,116704,USD,116704,US,remote,US,M
1304,SE,data analyst,192500,USD,192500,US,remote,US,M
1305,SE,data analyst,140000,USD,140000,US,remote,US,M
1306,SE,data scientist,149076,USD,149076,US,onsite,US,M
1307,SE,data scientist,82365,USD,82365,US,onsite,US,M
1309,SE,data scientist,175000,USD,175000,US,onsite,US,M
1310,SE,data scientist,148750,USD,148750,US,onsite,US,M
1313,SE,data scientist,235000,USD,235000,US,remote,US,M
1314,SE,data scientist,185000,USD,185000,US,remote,US,M
1317,SE,data scientist,216100,USD,216100,US,onsite,US,M
1318,SE,data scientist,140800,USD,140800,US,onsite,US,M
1322,EN,data scientist,110000,USD,110000,US,hybrid,US,S
1323,SE,data engineer,128000,USD,128000,US,onsite,US,M
1324,SE,data engineer,81500,USD,81500,US,onsite,US,M
1325,MI,data engineer,55000,GBP,66837,GB,remote,GB,M
1326,MI,data engineer,52000,GBP,63192,GB,remote,GB,M
1327,MI,data analyst,50000,GBP,60761,GB,onsite,GB,M
1328,MI,data analyst,45000,GBP,54685,GB,onsite,GB,M
1329,EX,data engineer,284000,USD,284000,US,remote,US,M
1330,EX,data engineer,236000,USD,236000,US,remote,US,M
1335,MI,data scientist,151410,USD,151410,US,remote,US,M
1336,MI,data scientist,115360,USD,115360,US,remote,US,M
1337,MI,data engineer,62000,EUR,66531,ES,remote,ES,M
1338,MI,data engineer,55000,EUR,59020,ES,remote,ES,M
1340,SE,azure data engineer,100000,USD,100000,NL,hybrid,NL,L
1341,EN,data scientist,1050000,INR,12767,IN,hybrid,IN,L
1342,SE,data scientist,250000,USD,250000,US,onsite,US,M
1343,SE,data scientist,162500,USD,162500,US,onsite,US,M
1344,SE,data scientist,185000,USD,185000,GB,onsite,GB,M
1345,SE,data scientist,120250,USD,120250,GB,onsite,GB,M
1346,EN,data engineer,25000,EUR,26827,DE,remote,DE,L
1347,EN,data scientist,180000,USD,180000,US,remote,US,M
1356,SE,data engineer,226700,USD,226700,US,onsite,US,M
1357,SE,data engineer,133300,USD,133300,US,onsite,US,M
1358,SE,data scientist,225000,USD,225000,US,remote,US,M
1359,SE,data scientist,156400,USD,156400,US,remote,US,M
1360,SE,data engineer,163800,USD,163800,US,onsite,US,M
1361,SE,data engineer,126000,USD,126000,US,onsite,US,M
1366,SE,data engineer,145000,USD,145000,US,onsite,US,M
1367,SE,data engineer,115000,USD,115000,US,onsite,US,M
1370,MI,data engineer,162500,USD,162500,US,onsite,US,M
1371,MI,data engineer,130000,USD,130000,US,onsite,US,M
1372,SE,data engineer,150000,USD,150000,US,remote,US,M
1373,SE,data engineer,107000,USD,107000,US,remote,US,M
1374,EX,data engineer,175000,USD,175000,US,onsite,US,M
1375,EX,data engineer,110000,USD,110000,US,onsite,US,M
1376,SE,data engineer,226700,USD,226700,US,onsite,US,M
1377,SE,data engineer,133300,USD,133300,US,onsite,US,M
1378,SE,data engineer,252000,USD,252000,US,onsite,US,M
1379,SE,data engineer,129000,USD,129000,US,onsite,US,M
1382,SE,data engineer,252000,USD,252000,US,onsite,US,M
1383,SE,data engineer,129000,USD,129000,US,onsite,US,M
1384,SE,data scientist,225000,USD,225000,US,onsite,US,M
1385,SE,data scientist,156400,USD,156400,US,onsite,US,M
1388,SE,data engineer,265000,USD,265000,US,remote,US,M
1389,SE,data engineer,182750,USD,182750,US,remote,US,M
1390,MI,data analyst,130000,USD,130000,US,onsite,US,M
1391,MI,data analyst,100000,USD,100000,US,onsite,US,M
1392,SE,data analyst,153600,USD,153600,US,onsite,US,M
1393,SE,data analyst,106800,USD,106800,US,onsite,US,M
1394,SE,data engineer,137500,USD,137500,US,onsite,US,M
1395,SE,data engineer,81500,USD,81500,US,onsite,US,M
1400,SE,data scientist,165000,USD,165000,US,remote,US,M
1401,SE,data scientist,144000,USD,144000,US,remote,US,M
1404,EX,data engineer,200000,USD,200000,US,onsite,US,M
1405,EX,data engineer,145000,USD,145000,US,onsite,US,M
1406,MI,data analyst,150000,USD,150000,US,onsite,US,M
1407,MI,data analyst,100000,USD,100000,US,onsite,US,M
1410,SE,data scientist,105000,USD,105000,US,onsite,US,M
1411,SE,data scientist,70000,USD,70000,US,onsite,US,M
1412,EN,big data engineer,130000,USD,130000,SE,remote,SE,S
1413,SE,data analyst,180180,USD,180180,US,onsite,US,M
1414,SE,data analyst,106020,USD,106020,US,onsite,US,M
1415,EN,data engineer,160000,USD,160000,US,onsite,US,M
1416,EN,data engineer,135000,USD,135000,US,onsite,US,M
1417,SE,data scientist,183000,USD,183000,US,onsite,US,M
1418,SE,data scientist,134000,USD,134000,US,onsite,US,M
1423,SE,data analyst,122000,USD,122000,US,onsite,US,M
1424,SE,data analyst,94000,USD,94000,US,onsite,US,M
1427,EX,data engineer,310000,USD,310000,US,remote,US,M
1428,EX,data engineer,239000,USD,239000,US,remote,US,M
1429,SE,data scientist,225000,USD,225000,US,remote,US,M
1430,SE,data scientist,156400,USD,156400,US,remote,US,M
1433,SE,data scientist,228000,USD,228000,US,onsite,US,M
1434,SE,data scientist,152000,USD,152000,US,onsite,US,M
1435,SE,data scientist,209450,USD,209450,US,remote,US,M
